term,lemma,suggested_meaning_zh_simp,part_of_speech,part_of_speech_zh,popup_speak_text_zh,tts_engine_preferred,tts_voice_preferred,quality_grade,import_allowed,can_default_popup,single_click_popup_enabled,high_confidence_popup,can_learning_search,needs_followup_review,product_layer_after_prepare,reason,match_source,meaning_supported_by_current_evidence,repaired_from_reject,source_index,source_volume,source_page,evidence_en,evidence_zh_simp,occurrence_count,volume_count,score,original_product_layer,original_final_category,original_meaning_zh_simp,database_write_performed,front_end_import_ready,reader_dictionary_import_candidate,domain_glossary_import_candidate,metadata
confession,confession,承认,noun,名词,名词，承认。英文，confession。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1002,02 Exodus,190,"the One with authority over the clay, the Potter chosen to make us vessels of mercy. However, confession that we are vessels of mercy is a proof that God has made us so.",己都无权这样说。那位对泥土有权柄的窑匠，已定意要把我们作成蒙怜悯的器皿。然而，我们承认我们是蒙怜悯的器皿就是证明神已经这样作了。,159,31,469.0,learning_vocab,learning_only,承认,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""190"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，承认。英文，confession。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
fold,fold,信徒,noun,名词,名词，信徒。英文，fold。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1003,41 Mark,22,"the one hand, James preached Christ; on the other hand, he still kept the believers under the law, in old fold, which God had given up. The very thing the Lord removed was brought back by James.",回到律法。一面，雅各传讲基督；另一面，他仍然把信徒拘留在律法之下，在神所放弃的旧羊圈之内。主所撤去的，雅各又带回来。,159,13,289.0,learning_vocab,learning_only,信徒,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""41 Mark"", ""source_page"": ""22"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，信徒。英文，fold。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
foot,foot,步兵,noun,名词,名词，步兵。英文，foot。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1004,09 Samuel,15,"C. Third, Executed by God through the Philistines Third, God's severe judgment was executed through the Philistines The People of Israel Being Defeated by the Philistines The people of Israel were defeated by the Philistines, and foot soldiers of them were slaughtered At the time of Hezekiah, Judah looked to the Lord for protection, and one night He sent an angel to strike in the camp of the Assyrians Kings From this we see that it would have been easy for to defeat the Philistines.",三第三，由神藉非利士人所执行第三，神严厉的审判是藉非利士人所执行。（四以色列人被非利士人击败以色列人被非利士人击败，他们的步兵被杀了三万。（10。）在希西家的时候，犹大家仰望耶和华的保护；耶和华派遣使者一夜击杀亚述营中十八万五千人。（王下十九35。）这里给我们看见，对神而言，要击败非利士人是很容易的，但那时祂已经放弃了以色列。,159,29,449.0,learning_vocab,learning_only,步兵,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""09 Samuel"", ""source_page"": ""15"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，步兵。英文，foot。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
forsake,forsake,放弃,noun,名词,名词，放弃。英文，forsake。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1005,01 Genesis,406,This ultimate fall eventually caused God to forsake Adamic race. God decided to give up the created race.,次终极的堕落，终于使神放弃了亚当族类。神决定放弃受造的族类。牠已,159,33,489.0,learning_vocab,learning_only,放弃,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""406"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，放弃。英文，forsake。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
freed,freed,释放的,verb,动词,动词，释放的。英文，freed。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1006,01 Genesis,891,"must no longer be of “Dan” or of “Tyre,” but absolutely of “Naphtali.” As hinds that have been freed, we would trust in God, walk upon the mountaintops, and live resurrection for the church life, giving forth words life, grace, salvation, wisdom, knowledge, and building.",于『但或属于『推罗，』乃是绝对属于『拿弗他利。』像被释放的母鹿，我们要信靠神，行走在山顶上，并且为著召会生活活在复活里，说出生命、恩典、救恩、智慧、知识和建造的话。若,159,20,359.0,learning_vocab,learning_only,释放的,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""891"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""verb"", ""part_of_speech_zh"": ""动词"", ""popup_speak_text_zh"": ""动词，释放的。英文，freed。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
heed,heed,留心,verb,动词,动词，留心。英文，heed。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1007,19 Psalms,336,"I give careful heed to the way of the perfect.” Remember, the “I” here is the word of David, a type of Christ, indicating that this word is the word of Christ to God.",我要留心完全人的道路。』请记得，这里的『我』是豫表基督的大卫所说的话，指明这话是基督对神说的。因此，这里的『我』实际上指基督。基督要向耶和华歌唱慈爱和公平﹔,159,27,429.0,learning_vocab,learning_only,留心,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""19 Psalms"", ""source_page"": ""336"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""verb"", ""part_of_speech_zh"": ""动词"", ""popup_speak_text_zh"": ""动词，留心。英文，heed。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
enlarged,enlarged,扩大,verb,动词,动词，扩大。英文，enlarged。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1008,01 Genesis,374,"Shem and Japheth Received the Blessing by Covering the Failure In the prophecy spoken through Noah, it was stated clearly that Japheth would be enlarged by God This one word needs centuries to fulfill it.",（3）闪和雅弗因遮盖而得著祝福在挪亚所说的豫言中，很清楚说到神要使雅弗扩张。（创九这一句话需要很多世纪的时间来应验。历史告诉我们，欧洲人已经扩张了。看看过去五个世纪的历史，自从哥伦布时代以来，欧洲人有了何等大的扩张，扩大。这扩大在继续著。这扩大主要是由于欧洲人,158,22,378.0,learning_vocab,learning_only,扩大,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""374"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""verb"", ""part_of_speech_zh"": ""动词"", ""popup_speak_text_zh"": ""动词，扩大。英文，enlarged。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
lower,lower,低的,noun,名词,名词，低的。英文，lower。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1009,06 Joshua,12,"But there is a lower layer of the heavenlies—the air, where Satan as the ruler of the authority of the is frustrating the people on earth from contacting God and from receiving Christ (v.",以弗所二章指明，诸天界里有好几层。基督是在最高的一层，就是三层天上，作我们的一切，就是我们的美地。但诸天界里还有较低的一层，就是空中，在那里撒但是空中掌权者的首领，拦阻地上的人接触神、接受基督。（2。）这就是那些拦阻以色列人进入美地的迦南人所豫表的。,158,28,438.0,learning_vocab,learning_only,低的,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""06 Joshua"", ""source_page"": ""12"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，低的。英文，lower。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
protection,protection,保护,noun,名词,名词，保护。英文，protection。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1010,01 Genesis,46,"Then, they will have the light, and the light will be their ruling. This ruling of the light will give the children best discernment. They would never be tempted drugs. Discernment is the biggest protection.",里，使他们得著光，那光就成为他们的管理。这种光的管理要给孩子们最好的辨别力，他们绝不会受引诱去吸毒。分辨乃是最大的保护。,158,28,438.0,learning_vocab,learning_only,保护,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""46"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，保护。英文，protection。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
spot,spot,地点,noun,名词,名词，地点。英文，spot。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1011,02 Exodus,42,"I would say that both were traveling, and they eventually met at a certain spot. God traveled there from the heavens, and Moses traveled there from where he was living.",摩西？我要说他们都在行走，最后在某一个地点相遇。神从天上走到那里，而摩西从他所居住之地走到那里。因此，很难说是谁临到谁。按我们的经历来看，有一天我们来到某地，在那里我们遇见了神。,158,19,348.0,learning_vocab,learning_only,地点,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""42"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，地点。英文，spot。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
deity,deity,神,noun,名词,名词，神。英文，deity。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1012,02 Exodus,343,"We cannot deny that there are differences among the Gospels. Matthew wrote from the angle of the kingship; Mark, from angle of service; Luke, from the angle of redemption through the proper humanity; and John, from the angle of life through Christ’s deity.",使徒们只有一个职事，因为他们供应同样的食物。我们都知道新约有四福音。我们不能否认四福音之间有所不同。马太是由作王的角度来写；马可是从服事的角度；路加是从藉著正常人性而有之救赎的角度；而约翰则是从藉著基督神性之生命的角度。然而，福音书说到一个人。四福音的作者都供应同一位基督。这说出尽管福音书的作者所著重的点不同，在他们的职事里却是一。每一本福音书都是这位奇妙人物的传记。然而在今天的基督教世界里，有许多不同的职事。这些职事已经,157,24,397.0,learning_vocab,learning_only,神,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""343"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，神。英文，deity。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
lying,lying,说谎,noun_or_verb,名词或动词,名词或动词，说谎。英文，lying。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1013,01 Genesis,266,"Satan, the Devil, was the liar, and Cain cooperated with him to speak a great lie. The first lie on earth was not spoken to man, but to God. Notice now development of the seed in Genesis it began with worshipping God and developed into lying to God.",与他合作说了个大谎言。地上第一个谎言不是向人说的，乃是向神说的。现在请注意那种子在创世记四章的发展：开始于敬拜神，发展到向神说谎。不仅如此，该隐还是傲慢的。他,157,31,467.0,learning_vocab,learning_only,说谎,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""266"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun_or_verb"", ""part_of_speech_zh"": ""名词或动词"", ""popup_speak_text_zh"": ""名词或动词，说谎。英文，lying。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
replied,replied,回答,verb,动词,动词，回答。英文，replied。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1014,01 Genesis,96,"Just go to the church meetings and praise the Lord.” They asked, “Shouldn’t we pray?” I replied, “Yes, you should pray, but don’t pray negatively.",就是你们。当你们说召会不好，你们是在定罪自己。』我再告诉那两位弟兄，要提防仇敌的诡计。他们说，『那我们要怎么办？要去找谁？』我说，『不要去找任何人。不要再谈了，只要到召会的聚会中，并且赞美主。』他们问说，『我们该不该祷告呢？』我回答说，『是的，你们该祷告，但不要反面的祷告，要正面的祷告。召会没有难处，召会是荣耀的。召会不需要你们这样祷告说，『主阿，这里有难处！』你们越为难处祷告，你们反而成了难处。不要引起难处，就没有甚么难处了。去参加召会的聚会，赞美主，并且正面的祷告。』,157,31,467.0,learning_vocab,learning_only,回答,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""96"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""verb"", ""part_of_speech_zh"": ""动词"", ""popup_speak_text_zh"": ""动词，回答。英文，replied。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
shut,shut,关闭,noun,名词,名词，关闭。英文，shut。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1015,03 Leviticus,277,"III. BEING BROUGHT TO THE PRIEST, BEING EXAMINED HIM, AND BEING SHUT UP (ISOLATED) FOR SEVEN DAYS Being brought to the priest, being examined by him, and being shut up (isolated) for seven days (vv. 2c-28) signify being brought, on the one hand, to the Lord and, on the other hand, to one who serves God, being examined by them, and being kept from contact with others for a complete course of time.",参带到祭司那里察看，并关闭（隔离）七天带到祭司那里察看，并关闭（隔离）七天，（利十三下～28，）表征把这样的患者一面带到主面前，一面带到事奉神的人那里，由他们来察看；并且在一个完整的时期内，使他们不与别人接触。主耶稣和那些事奉神的人，就是事奉的祭司，都有资格来察看，以断定那人是否患了痲疯。,157,32,477.0,learning_vocab,learning_only,关闭,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""03 Leviticus"", ""source_page"": ""277"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，关闭。英文，shut。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
article,article,文章,noun,名词,名词，文章。英文，article。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1016,01 Genesis,195,"Years ago I read article by a Baptist minister in the United States which he said, “The question mark is shaped like serpent standing up and asking, ‘Has God said?’” should not question any of the words in the Bible, but should say “Amen” to every word.",你怀疑神的话，你必须认清那个怀疑不是从你来的，乃是从蛇来的。很多年前我读过一篇文章，是美国浸信会一位牧师写的，他说，『问号的形状就像一条蛇竖立起来问说，「神岂是真说？」』我们对圣经里一切的话都不该有任何疑问，对每一句话都该说『阿们。』说阿们很安全，起疑问很危险。对神的,156,28,436.0,learning_vocab,learning_only,文章,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""195"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，文章。英文，article。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
majority,majority,多数,noun,名词,名词，多数。英文，majority。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1017,01 Genesis,254,"On the contrary, the majority of those in the great Babylon will be Cains. Hence, the great Babylon is the ultimate consummation of so many Cains, and the New Jerusalem is the totality of all the Abels.",在大巴比伦里大多数的人都是该隐。因此，大巴比伦是许多该隐的终极完成，新耶路撒冷是所有亚伯的总和。你是甚么？是亚伯，还是该隐？我希望读这篇信息的，没有一个是该隐。,156,28,436.0,learning_vocab,learning_only,多数,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""254"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，多数。英文，majority。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
pair,pair,一对,noun,名词,名词，一对。英文，pair。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1018,02 Exodus,782,"Actually, these two offerings are a pair. The heave offering refers to the uplifted Christ in the heavens, the Christ in ascension. If we would have a heave offering, we must experience the heavenly Christ.",祭乃是一对。举祭说到在天上被高举的基督，就是升天的基督。倘若我们要献上举祭，就必须经历属天的基督。摇祭豫表复活的,156,19,346.0,learning_vocab,learning_only,一对,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""782"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，一对。英文，pair。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
profit,profit,利益,noun,名词,名词，利益。英文，profit。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1019,09 Samuel,9,We need to ourselves whether we are here for our profit for God's purpose. Today on this earth everyone is concerned for his own profit.,以利加拿和哈拿留在这条生命线上，不是仅仅为著神永远的救恩，而是为著神永远的定旨。神的救恩主要是为著我们的利益，而神的定旨乃是与完成神的愿望有关。我们必须问问自己，我们在这里是为著自己的利益，还是为著神的定旨？今天在这地上，每一个人都关心自己的利益。甚至大体的基督徒，也没有顾到神的定旨。我能为倪弟兄作见证，他是一个完全为著神定旨的人。我愿意跟随他的榜样。在主的恢复里，我们是为著神的定旨，留在神为著祂永远定旨所命定的生命线上；这定旨就是要得著一个身体，三一神的生机体，使祂能有一个完满的、团体的彰显。,156,26,416.0,learning_vocab,learning_only,利益,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""09 Samuel"", ""source_page"": ""9"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，利益。英文，profit。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
amalek,amalek,亚玛力人,noun,名词,名词，亚玛力人。英文，amalek。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1020,02 Exodus,111,"The children of Israel were brought to the mountain by the tree which made the bitter water sweet by the twelve springs of water at Elim by the manna from heaven the living water from the cleft rock and by Life-Study of Exodus Message victory over Amalek When the Israelites came to Marah, “they could not drink of the waters of Marah, for they were bitter” Because people murmured against him, Moses cried to Lord, “and the Lord showed him a tree, which when he had cast into the waters, the waters were made sweet” This tree signifies Christ with cross.",以色列人被带到山上是藉著使苦水变甜的树、（十五25、）以琳的十二股水泉、（十五从天而降的吗哪、（十六32，35、）从裂开磐石流出的活水，出埃及记生命读经第篇第页（十七6，）并藉著胜过亚玛力人。（十七16。）当以色列人到了玛拉，『不能喝那里的水，因为水苦。』（十五23。）因著百姓向摩西发怨言，摩西就呼求耶和华，『耶和华指示他一棵树，他把树丢在水里，水就变甜了。』（十五这棵树表征基督并祂十字架。以色列人往前到了以琳，在那里有十二股水泉，（十五27，）他们就在那里的水边安营。当他们从以琳起行，又发怨言﹔这次是因为没有食物。神应付他们的需要，藉著降下属天的粮食吗哪来扶持他们。照样，当以色列人因著没有水发怨言时，神就使活水从裂开的磐石流出来。（十七6。）所有这些项目表征基督的各方面作我们生命的供应，神用这些供应领我们到这山上。在地方教会中，我们能见证我们得著了甜水、以琳的十二股水泉、属天的吗哪，以及流自裂开盘石之活水的供应。,155,6,215.0,learning_vocab,learning_only,亚玛力人,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""111"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，亚玛力人。英文，amalek。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
display,display,陈列,noun,名词,名词，陈列。英文，display。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,1022,02 Exodus,863,"This expression is very close in meaning to the bread of arrangement. When the bread was arranged certain way, there was a show, a display, of the bread.",说法在意义上十分接近摆列饼。以某种方式排列饼时，就有饼的一种展示，一种陈列。然而，我,155,28,435.0,learning_vocab,learning_only,陈列,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""863"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，陈列。英文，display。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
