term,lemma,suggested_meaning_zh_simp,part_of_speech,part_of_speech_zh,popup_speak_text_zh,tts_engine_preferred,tts_voice_preferred,quality_grade,import_allowed,can_default_popup,single_click_popup_enabled,high_confidence_popup,can_learning_search,needs_followup_review,product_layer_after_prepare,reason,match_source,meaning_supported_by_current_evidence,repaired_from_reject,source_index,source_volume,source_page,evidence_en,evidence_zh_simp,occurrence_count,volume_count,score,original_product_layer,original_final_category,original_meaning_zh_simp,database_write_performed,front_end_import_ready,reader_dictionary_import_candidate,domain_glossary_import_candidate,metadata
salvation,salvation,拯救,noun,名词,名词，拯救。英文，salvation。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Confirmed. Existing front-end candidate has aligned English and Chinese evidence.,final_import_precheck_49,true,false,36,01 Genesis,6,"Christ is the hope and salvation of fallen man, God will make fallen man to fulfill His purpose through Christ.",基督是堕落之人的盼望与拯救，神要藉基督使堕落的人成就祂的定旨。,3410,48,3890.0,default_front_glossary,frontend_ready,拯救,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""frontend_ready"", ""source_volume"": ""01 Genesis"", ""source_page"": ""6"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，拯救。英文，salvation。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
expression,expression,表现,noun,名词,名词，表现。英文，expression。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Confirmed. Existing front-end candidate has aligned English and Chinese evidence.,final_import_precheck_49,true,false,46,03 Leviticus,2,"Today’s world is the expression of man’s fall to the uttermost, for the world is the ultimate expression of the steps of man’s The first verse of Genesis says, “In the beginning God created the heaven and the earth,” and the last verse tells us that Joseph “was put in a coffin in Egypt” In the first verse we have God’s creation, in the last verse we have the issue of all the steps man’s fall—a man put in a coffin in Egypt.",落到世界，世界就是人这几步堕落终极的表现。创世记头一节说，『起初神创造天地；』末了一节说，『约瑟死了，…收殓在棺材里，停在埃及。』（创五十26。）头一节是神的创造，末了一节是人各步堕落的结果－一个人收殓在棺材里，停在埃及。这是创世记里清楚的启示。,2894,49,3384.0,default_front_glossary,frontend_ready,表现,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""frontend_ready"", ""source_volume"": ""03 Leviticus"", ""source_page"": ""2"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，表现。英文，expression。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
cross,cross,十字架,noun,名词,名词，十字架。英文，cross。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable biblical term with repeated aligned evidence and high reader value.,evidence_queue_round_001,true,false,41,01 Genesis,21,"When the disciples cast out demons, Satan fell from heaven (Luke Through His death on the cross, He destroyed the Devil (Heb.",当主耶稣在肉体中为人的时候，就开始执行神的审判了。祂『显现出来，是要消除魔鬼的作为。』约壹三8。）主给祂门徒『权柄，』（路十19，）胜过仇敌一切的能力。当门徒赶出鬼的时候，撒但就从天上坠落。（路十20。）藉著祂在十字架上的死，祂废除了魔鬼。（来二祂已伤了古蛇的头。现今我们是祂的身体，必须继续这执行，来毁坏蛇尾。,3046,46,3506.0,evidence_queue,needs_more_evidence,十字架,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""21"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，十字架。英文，cross。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
blood,blood,血,noun,名词,名词，血。英文，blood。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable biblical term with repeated aligned evidence.,evidence_queue_round_001,true,false,55,01 Genesis,116,The stomach is not only a receiver also a digestive organ which assimilates food dispenses it into the blood cells.,我们有口而没有胃，就无法接受食物作全身的供应。胃不仅是接收器，也是消化器，能吸收食物，分送给血球。最后，经过了消化和吸收，食物的本质就变成了我们的生机组织。神的用意是要将祂自己分赐到我们里面。祂怎样作这事呢？乃是藉著作我们的食物。主耶稣自己告诉我们，祂来是作『生命的粮。』（约六祂说，『那吃我的人，也要因我活著。』（约六这意思是说，主耶稣不仅是我们的救主、救赎主和生命，也是我们生命的供应。祂是生命的粮。神渴望藉著作,2609,39,2999.0,evidence_queue,needs_more_evidence,血,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""116"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，血。英文，blood。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
principle,principle,原则,noun,名词,名词，原则。英文，principle。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Confirmed. Existing front-end candidate has aligned English and Chinese evidence.,final_import_precheck_49,true,false,78,01 Genesis,41,"God limited the darkness on the first day and, in same principle, He limited the death waters on the third day. In Jeremiah we read that God limited the death waters with sand, the smallest particles of rocks.",神在第一天限制了黑暗，同样的原则，祂在第三天限制了死水。在耶利米五章二十二节，我们读到神用沙－最小的石子－限制死水。神对,2290,47,2760.0,default_front_glossary,frontend_ready,原则,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""frontend_ready"", ""source_volume"": ""01 Genesis"", ""source_page"": ""41"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，原则。英文，principle。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
knowledge,knowledge,知识,noun,名词,名词，知识。英文，knowledge。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Confirmed. Existing front-end candidate has aligned English and Chinese evidence.,final_import_precheck_49,true,false,87,01 Genesis,2,"these items of what God is have been breathed into the Bible. Whenever we come to this book with an open heart and an open spirit, we can immediately touch something divine: not just thoughts, concepts, knowledge, words, or sentences, but something deeper than all these things.",及许多别的项目，这一切神所是的项目，都已被呼出而成了圣经。每当我们带著敞开的心，敞开的灵来到这书跟前，就能立刻摸著神圣的事物：不仅仅是思想、观念、知识、字句，乃是深过这一切。我们摸著神的自己。,2185,44,2625.0,default_front_glossary,frontend_ready,知识,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""frontend_ready"", ""source_volume"": ""01 Genesis"", ""source_page"": ""2"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，知识。英文，knowledge。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
covenant,covenant,约,noun,名词,名词，约。英文，covenant。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Corrects the narrower candidate 盟约 to the stable Life-study/Bible term 约.,evidence_queue_round_001,true,false,89,01 Genesis,361,"f. Living under God’s Covenant No More Judgment of Death Then God made a covenant with Noah, his seed, with every living creature This covenant mainly of one aspect—that never again would death come through the judgment of the death waters.",（六）活在神的约下（1）不再有死的审判那时神与挪亚、他的后代并各样的活物立约。（创九这约主要只有一面－绝不再藉死水的审判，让死亡临到他们。这约在这里主要的是豫表在召会生活中不再有死亡，只有生命。那八个人活在那约之下。因为我们无分于他们的背景，所以很难了解他们离开方舟的感觉。假定你是挪亚的媳妇，你离开方舟之后，仍然心有余悸，恐怕过一阵洪水又会临到。也许你会对自己说，『在洪水以前，我有把握。看看天，天是晴朗的。我很有把握，,2178,38,2558.0,evidence_queue,needs_more_evidence,盟约,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""09 Samuel"", ""source_page"": ""71"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，约。英文，covenant。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
recovery,recovery,恢复,noun,名词,名词，恢复。英文，recovery。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Confirmed. Existing front-end candidate has aligned English and Chinese evidence.,final_import_precheck_49,true,false,107,01 Genesis,281,Since calling on the Lord has been one of the items in the Lord’s recovery. It was discovered that it was the best way touch the Lord.,事。我花了许多工夫查考神的话中关于呼求主名的事，结果发现这是古时圣徒所实行的，在几千年前就开始了。我用圣经汇编找到许许多多呼求主名的经节，我也注意到呼求主名各种不同的方面。那时我就得到证实和加强，不仅自己操练呼求主，也教导别人，帮助别人呼求主。自从一九六七年以来，呼求主名已成了主恢复中的一项。我们发现这是接触主最好的方法。同年我访问远东，把这事带给那里的圣徒，我可以见证，成千的圣徒藉著呼求主名得著了释放和丰富。,1919,49,2409.0,default_front_glossary,frontend_ready,恢复,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""frontend_ready"", ""source_volume"": ""01 Genesis"", ""source_page"": ""281"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，恢复。英文，recovery。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
soul,soul,魂,noun,名词,名词，魂。英文，soul。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Corrects the old broad candidate 人 to the stable tripartite-man term 魂.,evidence_queue_round_001,true,false,109,01 Genesis,28,"I may say or do something good; yet that good word or deed does not have source in the spirit, but in the soul.",空间是甚么？就是大气，就是包围地球的空气。若是没有大气，在这地上就不可能生出生命。在月亮上没有生命，因为月亮的周围没有空气。神创造空气包围地，使地能产生生命。我们在得救以后，不只里面有光，也有空气，空间。有些东西进到了我们里面，把属天的事与属地的事分开，把神所悦纳上面的事，与祂所不悦纳下面的事分开。这是甚么？这就是十字架分开的工作。我们在得救并与主一同往前以后，就要经历十字架。这十字架要把天然的事与属灵的事分开，把圣的事与俗的事分开，也把属天的事与属地的事分开。希伯来四章十二节告诉我们，活的话能将我们分开到一个地步，使我们的灵与魂分开。我也许说好话，或者作好事，但好话或者好事的源头不是灵，乃是魂。就道德、伦理、或人的观念说，这并没有错；但就属灵说，源头不是出于神，不是出于诸天。那不是出于灵的，乃是出于魂，出于地的。因此，我们需要进一步的分开：不仅分开光暗，也要分辨灵（上面的事）与魂（下面的事）。,1892,42,2312.0,evidence_queue,needs_more_evidence,人,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""28"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，魂。英文，soul。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
humanity,humanity,人性,noun,名词,名词，人性。英文，humanity。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable theological/humanity term with repeated aligned evidence.,evidence_queue_round_001,true,false,110,02 Exodus,91,"Life-Study of Exodus Message Both the acacia wood and the linen signify humanity, and the gold signifies divinity. Such an overlaid embroidered humanity is a transformed humanity.",出埃及记生命读经第篇第页而金子则表征神性。这样被包裹和绣成的人性是变化过的人性。在出埃及记第三章神的居所是荆棘，但,1886,43,2316.0,evidence_queue,needs_more_evidence,人性,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""02 Exodus"", ""source_page"": ""91"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，人性。英文，humanity。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
praise,praise,赞美,noun,名词,名词，赞美。英文，praise。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Confirmed. Existing front-end candidate has aligned English and Chinese evidence.,final_import_precheck_49,true,false,119,01 Genesis,1,"GENESIS—THE GENERAL SKETCH AND CENTRAL THOUGHT Praise the Lord for the Bible! Praise the Lord the life, the divine life, the eternal life, which contained in this Book!",创世记－总纲与中心思想我们为著圣经赞美主！为著包含在这书中的生命，神圣的生命，永远的生命，赞美主！也为著祂给我们这机会，与这么多人，对祂神圣的话语有生命读经而赞美主！主若许，,1757,47,2227.0,default_front_glossary,frontend_ready,赞美,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""default_front_glossary"", ""original_final_category"": ""frontend_ready"", ""source_volume"": ""01 Genesis"", ""source_page"": ""1"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，赞美。英文，praise。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
enemy,enemy,仇敌,noun,名词,名词，仇敌。英文，enemy。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable biblical/spiritual term with repeated aligned evidence.,evidence_queue_round_001,true,false,121,01 Genesis,21,"The Lord Jesus, when in the flesh as a man, began execute God’s judgment. He “was manifested, that He might undo the works of the Devil” John The Lord gave His disciples “authority” (Luke over all the power of the enemy.",当主耶稣在肉体中为人的时候，就开始执行神的审判了。祂『显现出来，是要消除魔鬼的作为。』约壹三8。）主给祂门徒『权柄，』（路十19，）胜过仇敌一切的能力。当门徒赶出鬼的时候，撒但就从天上坠落。（路十20。）藉著祂在十字架上的死，祂废除了魔鬼。（来二祂已伤了古蛇的头。现今我们是祂的身体，必须继续这执行，来毁坏蛇尾。,1735,48,2215.0,evidence_queue,needs_more_evidence,仇敌,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""21"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，仇敌。英文，enemy。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
rest,rest,安息,noun,名词,名词，安息。英文，rest。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable biblical/spiritual term with repeated aligned evidence.,evidence_queue_round_001,true,false,141,02 Exodus,7,"While the firstborn in Egypt were being smitten, the children of Israel were enjoying peace, rest, and safety as they the Passover lamb in their houses under the covering the blood.",以及灭命的天使击杀长子是图画。当埃及地所有的长子都被击杀时，以色列人在血的遮盖之下，他们在家中吃逾越节的羊羔，享受平安、安息和安全。何等奇妙的图画！法老和他的军兵追袭以色列人也是一幅图画，描绘出撒但和其背叛的天使追袭神所救赎的人。当我们来到出埃及记时，我们是在看属天的电视，在这电视上我们看见自己蒙救赎和拯救的图画。法老和他的军兵,1549,47,2019.0,evidence_queue,needs_more_evidence,安息,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""02 Exodus"", ""source_page"": ""7"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，安息。英文，rest。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
lamb,lamb,羔羊,noun,名词,名词，羔羊。英文，lamb。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable biblical typology term with repeated aligned evidence.,evidence_queue_round_001,true,false,142,01 Genesis,64,"At the end of Matthew (v. Christ said, “I am a hen. I want to gather you all under My wings, but you would not come Me.” Christ is the cattle, the ox, the calf, the cow, sheep, and the lamb.",的树是基督。基督是橄榄树、无花果树、葡萄树、生命树。鱼也是基督。基督用五个饼两条鱼𫗪饱五千人。基督徒大多只注意五个饼，忽略了两条鱼。基督不仅是五个饼，也是两条鱼，出于死水来滋养我们。基督也是鸟，祂是鹰。出埃及十九章四节说，基督是大鹰，将以色列人背在祂的翅膀上。祂是一只大鹰，将祂的百姓从埃及拯救出来。有一天基督说，祂是一只大母鸡。在马太二十三章末了，基督说，『我是母鸡，我要把你们都聚集在我翅膀底下，只是你们不愿意到我这里来。』（太二三37。）基督是牲畜，是公牛、牛犊、母牛、绵羊、羔羊。基督也,1546,39,1936.0,evidence_queue,needs_more_evidence,羔羊,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""64"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，羔羊。英文，lamb。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
fallen,fallen,堕落,noun,名词,名词，堕落。英文，fallen。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable spiritual condition term; use base meaning rather than adjective-only wording.,evidence_queue_round_001,true,false,143,01 Genesis,5,"Chapter reveals the rebellion of the fallen race to the uttermost. There was no hope. Nevertheless, there was hope because Jehovah came in to call Abraham for a new start. Hallelujah! God created, the serpent corrupted, but Jehovah called.",揭示堕落族类的背叛到了极点，那是无可救药了。然而，因著耶和华来呼召亚伯拉罕，另起了一个头而有了指望。阿利路亚！神创造，蛇败坏，但是耶和华呼召。,1537,49,2027.0,evidence_queue,needs_more_evidence,堕落的,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""6"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，堕落。英文，fallen。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
presence,presence,同在,noun,名词,名词，同在。英文，presence。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Corrects the old broad candidate 面前 to the spiritually useful meaning 同在.,evidence_queue_round_001,true,false,148,01 Genesis,1,May the Lord grant us His dear presence with rich anointing all the way through our study.,但愿主在我们一路查读时，赐给我们祂亲密的同在，并祂丰厚的膏油。,1490,40,1890.0,evidence_queue,needs_more_evidence,面前,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""6"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，同在。英文，presence。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
feast,feast,节期,noun,名词,名词，节期。英文，feast。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Corrects the old candidate 享受 to the stable biblical term 节期.,evidence_queue_round_001,true,false,149,01 Genesis,48,"The feast in the first month was feast of Passover. Following that came the feast of unleavened bread, then the feast of the firstfruits and, following that, feast of the seven weeks, called the feast of Pentecost.",关于这事，我们需要读几处利未记的经文。（利二三41。）这几节告诉我们，每年的正月百姓有节期。节期也与节令有关。正月的节期是逾越节，接著是无酵节，然后是初熟节，再后是七七节，也称五旬节。这四个节期都是在上半年。然后，七月一日是吹号节，七月十日是赎罪节，还有七月十五日是住棚节。以上七个节期全是按月分守的。,1454,38,1834.0,evidence_queue,needs_more_evidence,享受,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""48"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，节期。英文，feast。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
ark,ark,方舟,noun,名词,名词，方舟。英文，ark。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable biblical typology term with repeated aligned evidence.,evidence_queue_round_001,true,false,153,18 Job,133,D. God Judging the Corrupted World with the Flood and Saving Noah and His Family God judged the corrupted world with the flood saved Noah and his family through the ark The ark is another type of Christ.,四神用洪水审判败坏的世界，并藉著方舟拯救挪亚和他全家神用洪水审判败坏的世界，并藉著方舟拯救挪亚和他全家。（六１１～２０。）方舟是基督的另一个豫表。,1439,29,1729.0,evidence_queue,needs_more_evidence,方舟,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""18 Job"", ""source_page"": ""133"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，方舟。英文，ark。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
mercy,mercy,怜悯,noun,名词,名词，怜悯。英文，mercy。,edge-tts,zh-CN-YunjianNeural,A,true,true,true,true,true,false,default_front_glossary,Stable spiritual term with repeated aligned evidence.,evidence_queue_round_001,true,false,158,01 Genesis,105,"Romans tells us that we are vessels unto honor, vessels of mercy prepared unto glory. This is our portion.",罗马九章二十一、二十三节说，我们是贵重的器皿，是蒙怜悯、旱豫备得荣耀的器皿。这是我们的分。别小看我，我是贵重的器皿，不是卑贱的器皿。有一天我要满了荣耀，且要在荣耀里彰显荣耀的神。我们都是蒙怜悯、早豫备得荣耀的器皿。,1414,44,1854.0,evidence_queue,needs_more_evidence,怜悯,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""evidence_queue"", ""original_final_category"": ""needs_more_evidence"", ""source_volume"": ""01 Genesis"", ""source_page"": ""105"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": true, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，怜悯。英文，mercy。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
